歌手/20270239	湖南卫视音乐竞技节目
流氓大亨/16450	1986年万梓良主演TVB电视剧
虎/2315582	中国十二生肖之一
一路上有你/2858552	1993年张学友原唱歌曲
祝福/2014419	张学友同名专辑
饿狼传说/16538974	1994年张学友演唱歌曲
李香兰/4169723	张学友演唱歌曲
遥远的她/6644093	张学友演唱的歌曲
月半弯/34806	张学友演唱的歌曲
吻别/1473070	张学友演唱歌曲
色·戒/25462	2007年李安执导的电影
雪狼湖/69095	张学友主演的现代音乐剧
如果·爱/24710	2005年陈可辛执导电影
海南鸡饭/4938	海南特色菜品
mbe/1247389	分子束外延
青蛇/2139009	1993年徐克执导电影
最爱/5800	2011年章子怡、郭富城的主演电影
清洁/9087074	法国2004年张曼玉主演电影
宋家皇朝/16946	1997年张婉婷执导电影
英雄/3827897	2002年张艺谋执导武侠电影
最佳拍档/5601	1982年曾志伟执导系列电影
张瑶华/3382184	张学友的大女儿
地久天长/1540381	汉语词语
方世玉/2339682	1993年李连杰主演电影
甜蜜蜜/10998	1996年陈可辛导演电影
新龙门客栈/9963	1992年徐克监制电影
阮玲玉/10634075	1991年关锦鹏执导电影
爱的代价/63598	李宗盛创作、演唱的歌曲
梅姑/7493273	1956年严俊导演电影
虎度门/15652	舒琪执导电影
不是冤家不聚头/10217933	泰国2012年纳瓦·君拉纳拉主演电视剧
感恩的心/5567	欧阳菲菲演唱歌曲
情书/808361	张学友演唱歌曲
山西/188460	中华人民共和国省级行政区
张正甫/50177	香港愿望成真基金董事
再回首/1342	苏芮演唱歌曲
为了爱梦一生/27478	1991年发行王杰第7张国语专辑
宋丽华/20650	著名女高音歌唱家宋丽华
风云雄霸天下/14451	1998年郭富城郑伊健主演，刘伟强执导电影
宁波/209476	浙江省省辖市
踏血寻梅/15463582	2015年翁子光执导香港电影
父子/8294067	汉语词语
寒战/6420848	2012年郭富城、梁家辉主演电影
方媛/18899138	郭富城女友
三岔口/53535	2005年陈木胜导演电影
特技演员/74117	影视术语
尖峰时刻/16452	美国1998年成龙主演电影
对你爱不完/13832868	郭富城演唱歌曲
神话/7226243	2005年成龙、金喜善等主演电影
警察故事/15985	1985年成龙主演电影系列
暗花/15688	1998年游达志执导中国香港电影
黑社会/9553746	2005年任达华、梁家辉主演电影
重案组/9789	1993年成龙主演香港电影
奔跑卡路里/17797850	2015年爱奇艺运动健康明星真人秀
我是不是该安静的走开/15410456	郭富城演唱歌曲
毒战/8219137	电影
A计划/19315	中国1983年成龙执导的喜剧电影
枪火/68818	1999年杜琪峰执导电影
十二生肖/6868935	2012年成龙自导、自编、主演电影
王牌大明星/6987303	台湾东风卫视综艺节目
穆罕默德五世/20142369	马来西亚最高元首
醉拳/2517249	1978年袁和平导演，成龙主演的香港电影
张葳葳/4903121	吴宗宪妻子本名张嫽英
我的国家	我的国家
马六甲/4986	马来西亚古城
印度教/971197	世界主要宗教之一
华人/879778	族群
狮子座/9584797	陶辰宇演唱歌曲
大中国/7984695	高枫创作流行歌曲
非常突然/9951920	1998年游达志执导香港电影
卫斯理/83164	倪匡系列小说中人物
质量/1236	汉语词语
狮子座/9897905	天文学
县/7258656	中华人民共和国县级行政区
省/7317775	一级地方行政区
法证先锋/22418	《法证先锋》系列电视剧
钢的琴/30861	2011年秦海璐主演电影
鼓楼区/10574917	福州市鼓楼区
福州/165311	福建省省会
武夷山/917	世界文化与自然双重遗产，国家5A级旅游景区
三坊七巷/21899	福州明清时期古建筑
鼓浪屿/483700	厦门境内第三大岛
土楼/255338	土楼建筑
白水洋/3083093	福建省宁德市屏南5A级景区
九龙江/446324	福建省第二大河流
朱熹/106669	南宋理学家
林则徐/212	清朝道光时期大臣、民族英雄
妈祖/53171	以中国东南沿海为中心信仰的海神
汀江/5190340	韩江支流
郑成功/142	明清之际军事将领、民族英雄
黄岗山/5244577	闽赣两省界山
晋江/1254263	福建省中南部河流
关羽/17338	东汉末年名将
极乐寺/2263542	马来西亚槟城极乐寺
电影/31689	综合的现代科技与艺术
新仙鹤神针/3931788	1993年梁朝伟主演电影
释/10924232	汉字
窃听风云/188712	2009年香港警匪电影
道/3919554	哲学名词
东南亚/390261	世界地理概念
神探/6880638	2007年刘青云主演香港电影
古惑仔/10558604	香港黑帮题材系列电影
乌山/4366819	福建省福州市景点
雏菊/11015634	2006年刘伟强导演电影
摄影/6201	专业术语
潮州/199502	广东省地级市
我要成名/20424	2006年霍思燕、刘青云主演电影
绝情谷/10867791	金庸武侠小说《神雕侠侣》中的一个地名
南诏镇/3843856	云南省巍山县南诏镇
风云/8940227	2002年赵文卓、何润东、蒋勤勤主演电视剧
终南山/1564	陕西省终南山
玉女心经/247	《神雕侠侣》武功
九阴真经/22635	金庸小说中的武功秘籍
伤城/16474	2006年刘伟强、麦兆辉执导电影
头文字D/2711022	2005年周杰伦主演电影
尹志平/4446166	金庸武侠小说人物
神雕侠侣/5682	1959年出版的金庸武侠小说
英雄无泪/3015826	1980年赵雅芝、傅声经典武侠电影
头文字D/2710987	日本1998年GALLOP与STUDIO COMET共同制作的动画片
天意/3152188	刘德华个人专辑及歌曲
真永远/44802	刘德华发行专辑
帝女花/9575024	2003年佘诗曼、马浚伟主演TVB电视剧
淑女剑/468208	《神雕侠侣》中小龙女的兵器
南宋/457341	中国历史朝代
福尔摩沙/2421471	地名
市/7149823	中华人民共和国行政区
哪吒/35250	中国古代神话人物
语言/72744	人类交际工具
爱河/2572296	台湾河流
玉山/24422	中国东部最高峰
日月潭/239702	台湾省第一大天然湖泊
新北/62332	台湾第一大城市
海拔/5754	地理学名词
高雄/6042	台湾省西南部的城市
北回归线/17718	地球上北温带与热带分界线
赤道/16856390	2015年梁乐民和陆剑青执导香港电影
地球/6431	太阳系八大行星之一
台南/708908	台湾省下辖市
蒋家骏/12081	中国香港男导演
抚顺/131590	辽宁省地级市
鞍山/131766	辽宁省省辖市
大连/152852	辽宁省辖市
王晶/22375	香港电影导演
鸭绿江/79667	河流名称
安宁/2182614	汉语词语
东北大学/18014	中国沈阳境内教育部直属重点大学
辛亥/26230	天干地支中的辛亥
郎朗/302032	钢琴演奏者
孙中山/128084	中国近代伟大的民主革命先行者
邱金海/6101590	革命烈士
李樯/62791	中国大陆男编剧
王志文/8699	中国男演员
覃宏/80476	嘉映影业有限公司董事长
袁泉/71335	中国内地女演员、歌手
朱亚文/10390180	中国大陆男演员
祖峰/67860	中国影视演员
郝蕾/335771	中国内地女演员
杨雪/11999911	中国大陆女演员
黄轩/30471	中国内地男演员
王景春/1286385	上海电影制片厂剧团演员
老虎滩/1018622	大连国家AAAAA级风景区
张爱玲/44982	中国著名女作家
千山/35607	辽宁省鞍山市千山风景区
冯雷/2616837	中国铁路文工团演员
亲爱的/14246285	2014年陈可辛执导电影
田原/5304	中国内地女艺人
斯琴高娃/16083	女演员
陈文强/43197	中国香港影视编剧
乔宏/42122	香港演员
夏萍/2858	中国香港女演员
赵薇/139401	中国内地女演员、歌手、导演
血液/363094	流动在心脏和血管内的不透明红色液体
陈庆嘉/7733656	香港著名编剧
王敏德/58888	美籍香港电影演员
客家山歌/37095	中国民歌体裁山歌类型之一
广西/162679	广西壮族自治区
中国话/18214	汉语
汉语拼音/454	汉字注音拉丁化方案
国语/12699590	现代标准汉语的的通称之一
地区/13841494	地理名词
中银大厦/4890757	香港中银大厦
都市圈/13986284	广州城市生活网站
太平山/68431	香港山名
罗浮山/33964	广东省博罗县罗浮山
深圳北站/6828385	火车站深圳北站
广州站/5897667	火车站
江西/215383	中华人民共和国省级行政区
白云山/1365	广东省广州市白云山
广州南站/357175	京广高铁广州终点站
中山大学/5672	中国广东省高校
平话/67796	广西方言
天涯海角/9999328	海南省三亚市天涯海角游览区
海南/13346	中华人民共和国省级行政区
桂林山水/5583	桂林旅游资源总称
海口/5775	海南省省会
南宁/156452	广西壮族自治区首府
西关/1712702	广州荔湾区旧称
袁崇焕/132662	明朝末年蓟辽督师
梁启超/119077	中国近代思想家、政治家、教育家
涿鹿/7787976	徐州--彭城古代地名
彭城/3802	徐州古称
纽约/6230	美国第一大城市
骆马湖/1125413	南水北调中转站
微山湖/82529	中国北方最大淡水湖
张国华/3937753	江苏省徐州市委书记、市人大常委会主任
紫薇/17982	千屈菜科紫薇属植物
淮海战役/287777	解放战争三大战役之一
银杏/229130	银杏科落叶乔木
彭祖/356366	先秦道家人物
刘邦/129493	汉朝开国皇帝
孙权/17337	三国时代东吴的建立者
李煜/7831	南唐后主
徐州会战/13404	抗日战争时期一次大规模的防御战役
国家/17205	政治地理学名词（国土、民族、文化和政府
桂林/7495	广西壮族自治区下辖市
强/4177	汉语汉字
联合国/135426	国际组织
陈德霖/7168057	香港金融管理局总裁
沈祖尧/13350902	香港中文大学校长
稀有动物/7925593	濒危动物，国家重点保护对象
郑海泉/6573119	香港银行家
欧洲联盟/786749	欧洲经济、政治共同体
大熊猫/34935	哺乳动物
格林尼治/3065623	英国伦敦格林尼治区
英国/144602	大不列颠及北爱尔兰联合王国
信义区/62243	台北市下辖区
世界之窗/6717	深圳市文化主题公园
国父纪念馆/46987	中国台北国父纪念馆
自由广场/1830290	台北自由广场
阳明山/9505696	台湾省台北市阳明山
杜鹃花/159279	植物
榕树/795	桑科榕属乔木
台湾蓝鹊/314269	台湾特有鸟类
燕京/85350	北京的旧称
荔枝/159299	水果类植物
幽州/1049370	九州之一
首都/26194	国家中枢城市
明十三陵/303105	明朝皇帝陵寝
北京西站/4401944	火车站，北京四大铁路客运站之一
北京南站/5908768	火车站
北京站/18844	北京铁路局北京火车站
颐和园/63458	中国清朝时期皇家园林
大兴/3363778	西安古称
西京/13879736	古代都城名
长安/31540	中国古代都城
月季花/14505544	蔷薇科植物
槐/9425860	豆科槐属乔木
未央宫/22415	汉代大型宫殿建筑群
大雁塔/29143	西安大慈恩寺佛塔
西安南站	西安南站
秦岭/1396	中国地理南北分界山脉秦岭
王永康/38390	陕西省委常委、西安市委书记
石榴花/62898	石榴科石榴属植物
花城/16449	广州市的美称
羊城/425628	广州的别称
黄埔军校/287972	中国历史上著名军事学校
木棉花/16040520	中药
广州东站/7165065	火车站
画眉鸟/24580	噪鹛属的一种鸟类
任学锋/48519	广东省委副书记、广州市委书记
大明宫/8061	唐朝皇宫
大武汉/9156183	湖北武汉的美称
九省通衢/936666	湖北武汉的别称
黄鹤楼/62298	“江南三大名楼”之一
陈一新/3914243	湖北省委副书记、武汉市委书记
万勇/4746113	湖北省武汉市委副书记、市长
汉江/14144	长江最大支流
石头城/2780452	南京的别称
Nanking/3318977	南京旧译
应天府/714092	明朝京师及后期陪都
武昌站/7072070	火车站
虎踞龙蟠/7813210	成语解析
梅/5615328	蔷薇科杏属植物
建康/8714	南京古称
江宁/2886279	南京旧称
紫金山/59911	南京市玄武区紫金山
鸡鸣寺/2150	南京市玄武区鸡鸣寺
南京南站/2892057	高铁站南京南站
明孝陵/751826	全国重点文物保护单位，国家5A级旅游景区
角/73515	汉字释义
分/12502019	数学概念
元/2634064	货币单位
硬币/2613	货币
雪松/217424	植物品种
奉天/8649059	沈阳市旧称
棋盘山/14830	辽宁沈阳市棋盘山
玫瑰/63206	蔷薇科蔷薇属植物
雾都/35626	城市别称
长江三峡/371964	瞿塘峡，巫峡和西陵峡三段峡谷的总称
大足石刻/209440	世界文化遗产
张国清/31708	重庆市委副书记、市长
文学/6437	一种语言艺术形式
剧本/32355	文学体裁
作者/144157	名词释义
邓光荣/6536	香港著名演员
西南大学/147351	中国西南大学
张国荣/6804	华语歌手、演员、音乐人
威廉·莎士比亚/975277	文艺复兴时期英国戏剧家、诗人
许勤/17196	广东省委常委、深圳市委书记、市长
林青霞/443261	中国台湾女演员
王菲/11029	华语女歌手、演员
法国/1173384	法兰西共和国
尊道贵德/9130875	词语
玄门/10886111	道家学名词
道家/131309	信奉老庄等道家学说的哲学学派
财神/376940	神明
茅山/1327	句容茅山旅游风景区
老子/5448	道家学派创始人
灵宝/3747501	河南省三门峡下辖市
吕洞宾/409579	唐朝道教祖师
吴越文化/8175341	中国江浙地区文化
吴文化/7481274	吴文化研究
阴阳/88401	一切事物的基本要素及作用关系描述
王重阳/24360	中国宋朝道士
吴音/10768411	吴地方言
世界/24458	词语
哈尔滨/177863	黑龙江省省会
宙斯/82054	古希腊神话中的第三代众神之王
吴越/8506	江浙地区的借代词
王庆祥/18815	电视艺术中心演员
木星/222105	太阳系八大行星之一
耶路撒冷/6115	宗教圣地（以色列首都
张震/5330	中国台湾男演员、歌手
宗教/81929	意识形态
十诫/16640	《圣经》十诫
艺术/12004323	文化名词
约翰·加尔文/84786	法国宗教改革家、神学家
岱岳/7651479	汉语词语
山东/155740	中华人民共和国省级行政区
邱勇/22995	清华大学校长
世界遗产/67761	有突出意义和普遍价值的文物古迹及自然景观
八月节/3162736	仡佬族传统节日
七宗罪/29700	天主教教义中的七种罪恶的来源
农历/67925	中国传统历法
赏月/9594447	中国传统习俗
打马球/3041462	运动
春分/16864	二十四节气之一
邓稼先/146984	中国科学院院士
蹴鞠/344001	体育项目，运动
祭祀/646557	对祖先行礼
谷雨/6959	二十四节气之一
秋夕/8977	唐代杜牧七言绝句
扫尘/1380009	习俗介绍
守岁/29020	中国春节除夕之夜习俗
拜年/17232	中国传统节日春节的习俗
舜/79389	中国上古部落联盟首领
压岁钱/68386	中国民间习俗
李岳/79863	台湾著名艺人
年糕/508333	中国的传统食物
腊八粥/27200	在腊八节用由多种食材熬制的粥
汤圆/1333352	中国传统食品汤圆
张天霖/72103	中国台湾男演员、模特
上海/114606	中华人民共和国直辖市
元宵/118229	食品
朱民/14478	国际货币基金组织(IMF)副总裁
朱棣/183597	明成祖
龙图腾/4959	基础含义
张晋/6623	中国重庆籍男演员、导演、武术指导
爆竹/568048	爆竹、爆竿、炮仗、鞭炮
饺子/28977	中国传统食物
伍子胥/28115	春秋末期吴国大夫
赛龙舟/4032	端午节活动
艾草/682533	菊科蒿属植物
曹娥/4231775	人物
屈原/6109	战国末期楚国诗人、政治家
行政/4143937	汉语词语
内地/7660453	词语
崔世安/7118954	澳门特别行政区第四任行政长官
林建华/54162	北京大学校长
日本/111617	日本国
陈豪/17171	中国香港男演员
郝平/1301	北京大学党委书记
屠呦呦/5567206	诺贝尔医学奖获得者、药学家
南京	南京
扬子江/84901	长江下游河段的旧称
cancer/13334194	巨蟹座
灵魂/73763	汉语词语
7/35541	自然数之一
22/70922	自然数之一
青海/31638	中华人民共和国省级行政区
夏日绝句/9245	李清照五言绝句
阿尔忒弥斯/662237	古希腊神话中狩猎与月亮的女神
月/1361265	汉字
日/35262	汉字
冯宝宝/6721028	演员
6/1674815	自然数之一
第/4418373	汉字
月球/30767	地球的天然卫星
色情男女/14168	1996年张国荣主演香港电影
枪王之王/6563	2010年古天乐领衔主演电影
门徒/625382	2007年尔冬升执导的香港电影
区/4843230	汉字
太湖/112298	江苏、浙江湖泊
沧浪亭/215979	苏州古典园林
留园/453654	苏州古典园林
孙武	孙武
狮子林/1025067	苏州古典园林
桂花/157211	中国木犀属众多树木的习称
陆逊/17344	三国时期吴国丞相
苏州北站/6504270	苏州北站火车站
范仲淹/176112	北宋名臣
唐寅/22587	明朝苏州才子
小二黑结婚/7014618	由赵树理小说改编的豫剧
陈锦鸿/83744	香港影视男演员
菖蒲/1241	天南星科植物
周庄镇/6131	江南水乡古镇昆山周庄
阿波罗/22709	古希腊神话中预言与光明之神
张家辉/46255	香港影视男演员
加拿大/145973	北美洲国家
郭锋/13577413	中国香港男演员
胡枫/62247	中国香港男演员
林晓峰/31251	中国香港演员、主持人
李金铭/56194	中国女演员
林子平/4731688	台湾导演
新乱世佳人/11029074	1997年范小天、马中骏执导电视剧
吴建飞/6097102	演员、歌手
偶像剧/997894	电视剧剧种
宫锁珠帘/8543041	2012年何晟铭主演电视剧
爱情/57	人类情感
李香琴/25948	中国香港演员
赤壁（下）/19938873	下
赤壁（上）	上
战争/14004	矛盾斗争表现的最高形式与暴力手段
历史/360	汉语词语
古装/81794	时间性服装概念
洛阳/125712	河南省地级市
炎帝/17732	中国上古部落首领
书法/177069	文字表现的艺术形式
孔子/1584	儒家学派创始人
胡军/8610	中国大陆演员
刘烨/9991030	湖南卫视女主持人
洪涛/13132649	中国内地综艺节目导演
诸子百家/16808	春秋战国时期学术派别的总称
谭晶/915273	中国青年歌唱家
林忆莲/424349	华语流行乐女歌手、影视演员
迪玛希·库达依别列根/20368197	哈萨克斯坦男歌手
凤/2910854	神话传说中的瑞鸟
唐诗宋词/8584359	中国文学史上的两颗明珠
龙/13027234	东亚神话传说中的生物
秋意浓/5245628	张学友演唱歌曲
于波/16465	中国内地演员
杨俊毅/80013	中国内地演员
北角/9633481	钟淑慧主演电影
音乐剧/250231	词语解释
饿狼传说/8807525	张学友音乐专辑
吻别/14937710	张学友于1993年发行的专辑
金枝玉叶/7875129	1994年张国荣、袁咏仪主演电影
自梳/1165001	1997年张之亮执导电影
钟伟民/83370	香港及澳门专栏作家及诗人
陈冲/18001	美籍华裔女演员
江志强/9319	香港安乐影片有限公司总裁
李安/16812	华人导演、编剧
周迅/10076	中国内地女演员、歌手
方晴/56844	台湾女歌星
林爱华/17069	香港女编剧、导演
张小燕/9448	台湾综艺节目主持人
不能没有你/1975	2009年戴立忍执导电影
滚滚红尘/25268	1990年严浩导演电影
菜/972412	汉字
李惠民/10549979	香港导演
徐克/7391	香港电影导演、编剧、监制、演员
李宗盛/438185	歌手、音乐制作人
大陆/686999	汉语词汇
秦汉/20726	台湾影视演员
吴兴国/3115554	台湾演员
蒋雯丽/1973243	安徽籍女演员
宋氏三姐妹/686	宋霭龄、宋庆龄、宋美龄
嘉禾/10340617	同名电影公司
刘家良/59565	中国香港男演员、导演、武术指导
李碧华/9031	著名作家编剧家
张伟平/1260436	北京新画面影业公司董事长、制片人
李连杰/202569	华语影视男演员
麦嘉/6479149	香港演员
陈道明/27674	中国影视男演员
曹达华/7821811	曹达华
孙海英/21181	著名影视剧演员
赵文卓/139688	影视演员
李子雄/7321	中国香港影视男演员
陈晓东/19153	中国香港歌手、演员
李嘉欣/340391	香港女演员
乔家大院/5844	山西省著名建筑
平遥古城/791	历史文化古城、世界文化遗产、5A风景区
太原/24334	中华人民共和国山西省省会
壶口瀑布/985	中国黄河上的著名瀑布
黎明/6681	中国香港歌手、演员
五台山/2678	山西省忻州市五台山
云冈石窟/1252	中国古代石窟群
晋语/80289	汉语方言
楠溪江/2025	浙江省温州市北部国家级风景区
黄河/5394	中国第二长河
普陀山/6618	中国佛教四大名山之一
溪口/6017	浙江省宁波市奉化区溪口镇
杭州/147639	浙江省省会
沈园/450767	国家AAAAA级景区
乌镇/5314	浙江省嘉兴市桐乡市乌镇
鲁迅/36231	文学家、思想家
天才在左疯子在右/17698952	2015乐视网自制剧
西湖/4668821	浙江省杭州市西湖
菜鸟/16867398	2015年项华祥导演的爱情动作电影
解放浪漫/16007908	柯有伦2014年音乐专辑
听见下雨的声音/7239472	2013年方文山导演电影
夏宝龙/5520267	浙江省委书记
我是不是该安静的走开/4518506	郭富城1991年发行专辑
阵头/5253241	2012黄鸿升柯有伦主演热血电影
陈大力/9562	台湾音乐人
王杰/6837	港台创作型男歌手、演员、音乐制作人
何国杰/9253191	编曲人
阿牛/6710	马来西亚歌手
陈淑贤/8329982	香港电影编剧、演员
长春/121865	吉林省省会
王惠玲/8954327	粤剧演员
陈丽玲/96379	演员
张志成/15497189	大学研究所所长张志成
吉林/5690	中华人民共和国省级行政区
金鹿奖/5472978	中国长春电影节奖项
宁波帮/877319	中国传统商帮
韩雪/168212	中国内地女演员
美国/125486	美利坚合众国
王国强/26902	金城营造集团主席兼行政总裁
李兆基/14169	香港地产大亨
小城故事/9777768	1978年李行导演电影
碧云天/2522138	1976年李行导演电影
宁静/6060396	中国内地女演员
骑士/1452	欧洲中世纪的社会阶层受过训练的骑兵
太保/2955	古代官职名
姜文/1168186	中国大陆演员、导演、编剧
汪洋中的一条船/2072	1977年李行执导电影
方润华/9601007	企业家
歌手/16693	职业名称
花木兰	花木兰
加利福尼亚州/40442	美国西部行政州
叶芳华/8719512	加拿大女演员
边走边唱/3015411	陈凯歌导演电影
追影/28513	2009年吴镇宇、麦子善联合执导的电影
咕咚	咕咚
分手说爱你/9231423	电影
肖骁/16403180	奇葩说辩手
廖凡/35741	中国影视男演员
高云翔/18041	中国内地男演员
袁和平/83951	中国香港电影动作指导、导演
博物馆/22128	典藏人文自然遗产等的文化教育机构
张权/1102738	劳动模范
独立广场/1837077	马来西亚的城市广场
旧约/81764	基督教经典，《圣经》全书的前一部分
新约/432750	图书名称
大米/22607	食品
潮汕人/802038	潮汕地区人民称谓
李光耀/5282	新加坡国父
李嘉诚/1044	香港首富、长江和记实业有限公司主席
客家人/40518	汉族族群分支
语/1746259	汉字释义
李小龙/32914	武术宗师、功夫影星
中华民族/1186	中国境内以汉族为主体的56个民族的统称
有钱任性/17600325	陶辰宇演唱歌曲
唐群/25248	影视演员
陈果/12472	香港电影导演、编剧
上海方言/80286	上海人使用的语言
中华人民共和国中央部门（单位）直属高等学校/6408205	单位
杨怡/16318	中国香港女演员
东城区/21851	北京东城区
刘烨/13286	中国内地男演员
徐翔/6229557	上海泽熙投资管理有限公司总经理
邓超/5681	中国内地男演员
陈宝国/11569	中国影视男演员
陈静仪/8865907	中国香港模特
蔡婷婷/66772	香港电视界高级编剧
梁敏华/8947562	深圳市宝安区政府副区长
望儿山/84050	营口熊岳镇望儿山
马/3231888	十二生肖之一
西炮台/16999	营口西炮台
白沙湾/68433	营口市地名
赵长富/16314450	辽宁省营口市委书记、市人大常委会主任
大石桥/32277	营口市下辖市
县/34322	汉字
张猛/3746186	辽宁籍导演
盖州/74438	营口市下辖市
周逵/5453612	内地男演员
西城区/10234	北京西城区
东越/9080322	名词解析
秦始皇/6164	中华第一位皇帝
台湾海峡/25347	亚欧大陆、台湾岛之间
乌塔/4144391	福州市文物
鼓楼区/15301	南京市鼓楼区
鼓山/950464	福建省福州市鼓山
西湖公园/6114089	泉州西湖公园
福州南站/9754133	火车站
武夷山/904113	福建省武夷山市
黄山/9416	安徽国家5A级风景区
仙游县/3450344	福建省下辖县
庐山/154518	中华十大名山之一
趵突泉/162170	济南三大名胜之一，国家首批重点公园
茉莉花/4951	木樨科素馨属灌木植物
街道/419541	中国大陆乡级行政区
外滩/40416	上海外滩
邹应龙/10736826	明朝官吏
蚵仔煎/3638	闽台潮特色小吃
舒婷/63686	当代著名女诗人、朦胧诗派代表之一
鼓浪屿之波/8142562	李光曦演唱歌曲
站台/7043546	交通术语
温陵/7443356	泉州古称谓
后溪镇/37577	福建厦门市集美区下辖镇
开元寺/2253283	福建泉州开元寺
康涛/9357133	福建泉州市委副书记、市长
府文庙/7552062	福建省泉州市
清水岩/74951	福建省泉州市安溪县十八景点之一
刺桐花/2171888	福建省泉州市的市花和湖南省益阳市市花
天后宫/2936540	广州市南沙区天后宫
建宁县/3450628	福建省三明市下辖县
流水镇/10826016	福建省平潭县流水镇
苏澳镇/4060418	台湾省宜兰县苏澳镇
潮王	潮王
水仙/6410	石蒜科多年生草本植物
永定区/16473457	福建省龙岩市下辖区
南安/82737	福建省泉州市下辖县级市
普宁/978	广东省辖县级市
云水谣/6290187	福建省漳州市南靖县云水谣（古镇
武则天/61872	中国武周时期女皇帝
樟树/2322945	江西省下辖县级市
陈家东/60419	福建省厦门市人大常委会主任、党组书记
马水清/18688867	福建省长汀县人民政府县长
林吉祥/60751	马来西亚国会下议院议员
高虎/31408	中国内地男演员
井柏然/3974108	中国内地男演员、歌手
动作/33802	词语解释
惊悚/82757	汉语词语
陈志华/1264568	凤凰新媒体副总裁
伏羲/279357	中华上古人文祖神
假名/696265	日语注音
中原/1415	中国文明发源地
韩国/6009333	大韩民国
朝鲜/191777	朝鲜民主主义人民共和国
西班牙/148941	西班牙王国
墨西哥/255798	墨西哥合众国
陈小春/7001	中国香港男歌手、演员
甲骨文/16914	中国古代文字
雅加达/643415	印度尼西亚首都
华盛顿哥伦比亚特区/83601	美国首都
笑看风云/14603	1994年曾谨昌执导香港TVB电视剧
大时代/9700	1992年韦家辉编导电视剧
吴志雄/39820	香港演员
谢天华/44603	中国香港男演员
河内/2282	越南首都
暴风影音/85033	电脑版软件
曼谷/412946	泰国首都
